,id,listing_url,last_scraped,name,host_id,host_name,host_since,host_location,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,price,minimum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,license,instant_bookable,calculated_host_listings_count,reviews_per_month,days_rented_ltm,rounded_revenue_ltm,occupancy_rate_approx,is_hotel,is_entire,many_listings,only_1_listing,only_2_listings,host_florence,has_liscense,is_instant_bookable,dist_duomo,is_centro,is_gavinana,is_isolotto,is_rifredi,is_campo,listing_revenue_exceed_LTR,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,commercial,very_likely_commercial,tourist_tax,unpaid_tourist_tax,geom
4684,22022658,https://www.airbnb.com/rooms/22022658,2021-12-17,Residenza Sant Anna - Sant Alfredo,41985760,Residenze D'Epoca Collection,2015-08-20,"Florence, Tuscany, Italy",40,Centro Storico,43.77298,11.24689,Private room,2,1.0,72.0,1.1,12,40,66,313,56,21,2,,t,34,1.16,33.6,2419.2,9.205479452054794,0,0,1,0,0,1,0,1,733.5791580281833,1,0,0,0,0,0,1,0,1,1,0,201.60000000000002,201.60000000000002,POINT (11.2469 43.773)
4685,22022786,https://www.airbnb.com/rooms/22022786,2021-12-17,Residenza Sant Anna - Sant Agata,41985760,Residenze D'Epoca Collection,2015-08-20,"Florence, Tuscany, Italy",40,Centro Storico,43.77129,11.24656,Private room,2,1.0,69.0,1.1,8,16,33,241,78,31,2,,t,34,1.65,49.6,3422.4,13.589041095890412,0,0,1,0,0,1,0,1,786.1934478051407,1,0,0,0,0,0,1,0,1,1,0,297.6,297.6,POINT (11.2466 43.7713)
4693,22042784,https://www.airbnb.com/rooms/22042784,2021-12-17,Casa Fiorentina- Galileo room,158969757,Valentina,2017-11-16,IT,12,Centro Storico,43.77845,11.25297,Private room,2,1.0,30.0,1.0,17,47,61,61,116,24,2,,f,12,2.56,38.400000000000006,1152.0,10.52054794520548,0,0,1,0,0,0,0,0,642.5335507902514,1,0,0,0,0,0,1,0,1,1,0,230.40000000000003,230.40000000000003,POINT (11.253 43.7784)
4695,22043497,https://www.airbnb.com/rooms/22043497,2021-12-17,Remigio View～ Lovely terrace in the chief district,101264939,Mattia,2016-10-25,"Florence, Tuscany, Italy",20,Centro Storico,43.76815,11.25866,Entire home/apt,4,1.0,69.0,3.8,9,39,69,130,68,39,1,,t,15,2.07,74.1,5112.9,20.301369863013697,0,1,1,0,0,1,0,1,590.2118299985763,1,0,0,0,0,0,1,1,1,1,1,444.59999999999997,444.59999999999997,POINT (11.2587 43.7681)
4696,22058013,https://www.airbnb.com/rooms/22058013,2021-12-17,Ad un passo dal Duomo,160747280,Sau Chuck,2017-11-30,"Florence, Tuscany, Italy",3,Centro Storico,43.773388,11.252025,Entire home/apt,4,2.0,68.0,3.0,12,12,12,239,127,23,4,,t,2,2.78,36.800000000000004,2502.4,10.082191780821919,0,1,1,0,0,1,0,1,321.6271174235311,1,0,0,0,0,0,1,1,1,0,1,220.8,220.8,POINT (11.252 43.7734)
4699,22073569,https://www.airbnb.com/rooms/22073569,2021-12-17,The Red Moose,8622948,Giulia,2013-09-04,"Florence, Tuscany, Italy",2,Centro Storico,43.7783,11.25287,Entire home/apt,5,2.0,101.0,2.0,16,16,16,247,82,14,0,,t,1,1.7,22.400000000000002,2262.4,6.136986301369864,0,1,0,0,1,1,0,1,630.3223061316955,1,0,0,0,0,0,1,1,0,0,0,134.4,134.4,POINT (11.2529 43.7783)
4700,22075766,https://www.airbnb.com/rooms/22075766,2021-12-17,San Lorenzo,45259442,Istay,2015-09-28,"Florence, Tuscany, Italy",83,Centro Storico,43.77853,11.253313,Entire home/apt,3,2.0,209.0,1.1,28,28,28,28,4,1,0,,t,72,0.14,1.6,334.4,0.4383561643835617,0,1,1,0,0,1,0,1,640.9257869408727,1,0,0,0,0,0,1,1,1,1,1,9.600000000000001,9.600000000000001,POINT (11.2533 43.7785)
4701,22076817,https://www.airbnb.com/rooms/22076817,2021-12-17,My Flat in Florence Bianco Buonarroti,159697738,Stefano,2017-11-22,"Impruneta, Tuscany, Italy",2,Centro Storico,43.76668,11.25297,Entire home/apt,2,1.0,48.0,3.0,20,50,80,175,106,14,3,,t,2,2.33,22.400000000000002,1075.2,6.136986301369864,0,1,0,0,1,0,0,1,753.8774074094177,1,0,0,0,0,0,1,1,0,1,0,134.4,134.4,POINT (11.253 43.7667)
4706,22114856,https://www.airbnb.com/rooms/22114856,2021-12-17,Duomo apartment,156534404,Ketjona,2017-10-28,"Florence, Tuscany, Italy",6,Centro Storico,43.77087,11.25873,Entire home/apt,6,2.0,100.0,2.0,26,42,42,42,111,19,1,,t,5,2.27,30.400000000000002,3040.0,8.32876712328767,0,1,1,0,0,1,0,1,331.2130391432224,1,0,0,0,0,0,1,1,1,1,1,182.4,182.4,POINT (11.2587 43.7709)
4707,22115103,https://www.airbnb.com/rooms/22115103,2021-12-17,Buontalenti Residence,34731752,Valeria,2015-06-01,"London, United Kingdom",1,Centro Storico,43.77157,11.25176,Entire home/apt,4,2.0,699.0,3.0,19,49,79,351,11,1,0,,f,1,0.25,1.6,1118.4,0.4383561643835617,0,1,0,1,0,0,0,0,381.3568914458496,1,0,0,0,0,0,1,1,0,1,0,9.600000000000001,9.600000000000001,POINT (11.2518 43.7716)
4708,22115608,https://www.airbnb.com/rooms/22115608,2021-12-17,Santa Croce Stylish Flat x5!,96122546,CleanBnB Team,2016-09-21,"Milan, Lombardy, Italy",278,Centro Storico,43.76855,11.26078,Entire home/apt,5,3.0,72.0,2.0,12,42,72,336,92,19,0,,f,92,1.91,30.400000000000002,2188.8,8.32876712328767,0,1,1,0,0,0,0,0,635.3636007987443,1,0,0,0,0,0,1,1,1,1,0,182.4,182.4,POINT (11.2608 43.7685)
4710,22118063,https://www.airbnb.com/rooms/22118063,2021-12-17,VITTORIA BRIDGE,161584354,Maurizio,2017-12-06,"Florence, Tuscany, Italy",1,Isolotto Legnaia,43.77427,11.22905,Private room,2,1.0,37.0,2.0,27,51,81,353,132,5,1,,t,1,2.74,8.0,296.0,2.191780821917808,0,0,0,1,0,1,0,1,2173.647054736524,0,0,1,0,0,0,1,0,0,0,0,48.0,48.0,POINT (11.2291 43.7743)
4713,22159924,https://www.airbnb.com/rooms/22159924,2021-12-17,Camera doppia molto confortevole,137685678,Isabella,2017-06-29,"Florence, Tuscany, Italy",4,Rifredi,43.78656,11.24888,Private room,2,1.0,45.0,1.0,15,45,75,350,18,2,0,,f,4,0.37,3.2,144.0,0.8767123287671234,0,0,1,0,0,1,0,0,1601.5895884611896,0,0,0,1,0,0,1,0,1,0,0,19.200000000000003,19.200000000000003,POINT (11.2489 43.7866)
4715,22170356,https://www.airbnb.com/rooms/22170356,2021-12-17,CaseMaggi Florence Historic City Center Apartment,161947753,Margherita,2017-12-09,"Firenze, Toscana, Italy",2,Centro Storico,43.77287,11.26333,Entire home/apt,5,2.0,91.0,2.0,13,43,73,300,38,5,1,,f,1,0.84,8.0,728.0,2.191780821917808,0,1,0,0,1,0,0,0,590.7014345976754,1,0,0,0,0,0,1,1,0,1,0,48.0,48.0,POINT (11.2633 43.7729)
4717,22183801,https://www.airbnb.com/rooms/22183801,2021-12-17,Casa Andrea (Apt Pompelmo),161192149,Corso,2017-12-03,"Florence, Tuscany, Italy",2,Rifredi,43.79644,11.25542,Entire home/apt,4,1.0,61.0,2.0,23,53,83,282,35,3,0,,f,2,0.74,4.800000000000001,292.8,1.315068493150685,0,1,0,0,1,1,0,0,2593.6818965431066,0,0,0,1,0,0,1,1,0,0,0,28.800000000000004,28.800000000000004,POINT (11.2554 43.7964)
4723,22197676,https://www.airbnb.com/rooms/22197676,2021-12-17,Ponte Vecchio's Nest,162202370,Antonio,2017-12-11,IT,1,Centro Storico,43.7658,11.25464,Entire home/apt,2,1.0,62.0,2.0,19,19,19,19,8,1,0,,t,1,0.19,1.6,99.2,0.4383561643835617,0,1,0,1,0,0,0,1,818.4448684401412,1,0,0,0,0,0,1,1,0,1,0,9.600000000000001,9.600000000000001,POINT (11.2546 43.7658)
4725,22205418,https://www.airbnb.com/rooms/22205418,2021-12-17,Apt downtown Oltrano first floor wifi,34165740,Cinzia,2015-05-25,"Florence, Tuscany, Italy",1,Centro Storico,43.76629,11.2449,Entire home/apt,4,1.0,59.0,2.0,0,0,0,92,67,6,0,,t,1,1.39,9.600000000000001,566.4,2.63013698630137,0,1,0,1,0,1,0,1,1171.0058307919492,1,0,0,0,0,0,1,1,0,0,0,57.60000000000001,57.60000000000001,POINT (11.2449 43.7663)
4729,22221200,https://www.airbnb.com/rooms/22221200,2021-12-17,Camera privata in centro - CoDe Rooms Firenze,161726385,Felice,2017-12-07,"Florence, Tuscany, Italy",5,Centro Storico,43.77035,11.26026,Private room,2,1.0,86.0,1.0,15,40,58,255,4,4,0,,t,5,0.43,6.4,550.4,1.7534246575342467,0,0,1,0,0,1,0,1,459.3449474022392,1,0,0,0,0,0,1,0,1,1,0,38.400000000000006,38.400000000000006,POINT (11.2603 43.7704)
4731,22222168,https://www.airbnb.com/rooms/22222168,2021-12-17,Acciaiuoli house,28095420,Eleonora,2015-02-21,"Florence, Tuscany, Italy",3,Centro Storico,43.76932,11.25247,Entire home/apt,9,2.0,89.0,1.0,9,27,36,148,192,71,8,,t,2,4.16,113.60000000000001,10110.4,31.12328767123288,0,1,1,0,0,1,0,1,507.11612460924795,1,0,0,0,0,0,1,1,1,0,1,681.6,681.6,POINT (11.2525 43.7693)
4733,22224631,https://www.airbnb.com/rooms/22224631,2021-12-17,Bedroom in a yoga studio,35562145,Laura Elena,2015-06-11,"Florence, Tuscany, Italy",1,Centro Storico,43.76261,11.26101,Entire home/apt,2,1.0,64.0,2.0,26,56,86,86,11,1,0,,f,1,0.25,1.6,102.4,0.4383561643835617,0,1,0,1,0,1,0,0,1233.3553078481834,1,0,0,0,0,0,1,1,0,0,0,9.600000000000001,9.600000000000001,POINT (11.261 43.7626)
4734,22226159,https://www.airbnb.com/rooms/22226159,2021-12-17,Flat in the historic center of Florence,162409083,Giuliana,2017-12-12,IT,1,Centro Storico,43.7755,11.25212,Entire home/apt,4,2.0,121.0,4.0,0,0,0,133,73,3,1,,t,1,1.61,6.0,726.0,1.643835616438356,0,1,0,1,0,0,0,1,410.7146193047944,1,0,0,0,0,0,1,1,0,1,0,36.0,36.0,POINT (11.2521 43.7755)
4738,22258615,https://www.airbnb.com/rooms/22258615,2021-12-17,Charming Flat In Historic Palazzo by Ponte Vecchio,92288914,White River Srl,2016-08-28,"Florence, Tuscany, Italy",23,Centro Storico,43.76827,11.24923,Entire home/apt,5,1.0,52.0,8.3,18,18,18,233,26,5,0,,t,23,0.55,20.75,1079.0,5.684931506849315,0,1,1,0,0,1,0,1,764.924281315304,1,0,0,0,0,0,1,1,1,1,1,124.5,124.5,POINT (11.2492 43.7683)
4740,22272068,https://www.airbnb.com/rooms/22272068,2021-12-17,Elegant apartment with sunny terrace in the heart of Florence,125559026,John,2017-04-12,"Florence, Tuscany, Italy",2,Centro Storico,43.77174,11.25955,Entire home/apt,6,2.0,290.0,2.5,17,44,71,213,16,1,0,,t,1,0.37,1.6,464.0,0.4383561643835617,0,1,0,0,1,1,0,1,323.30354733366966,1,0,0,0,0,0,1,1,0,0,0,9.600000000000001,9.600000000000001,POINT (11.2596 43.7717)
4741,22275535,https://www.airbnb.com/rooms/22275535,2021-12-17,Cuore di Firenze,144151999,Olga,2017-08-03,"Florence, Tuscany, Italy",2,Centro Storico,43.773,11.24678,Entire home/apt,7,2.0,116.0,1.3,0,0,0,0,136,10,0,,t,2,2.81,16.0,1856.0,4.383561643835616,0,1,0,0,1,1,0,1,742.3972506157891,1,0,0,0,0,0,1,1,0,0,0,96.0,96.0,POINT (11.2468 43.773)
4743,22286305,https://www.airbnb.com/rooms/22286305,2021-12-17,RosaClara nella Casa di Deanna,162873467,Deanna,2017-12-16,IT,6,Centro Storico,43.78775,11.23355,Entire home/apt,4,2.0,65.0,3.0,0,0,0,0,21,1,0,,f,6,0.44,1.6,104.0,0.4383561643835617,0,1,1,0,0,0,0,0,2432.2182134788477,1,0,0,0,0,0,1,1,1,1,0,9.600000000000001,9.600000000000001,POINT (11.2335 43.7878)
4744,22286661,https://www.airbnb.com/rooms/22286661,2021-12-17,Walk to the Cathedral from a Charming Rooftop Apartment,162800421,Geraldine,2017-12-15,"Florence, Tuscany, Italy",2,Campo di Marte,43.78322,11.26909,Entire home/apt,4,2.0,260.0,2.0,17,44,67,200,152,40,4,,t,1,3.2,64.0,16640.0,17.534246575342465,0,1,0,0,1,1,0,1,1541.039703381378,0,0,0,0,1,1,1,1,0,0,0,384.0,384.0,POINT (11.2691 43.7832)
4746,22298552,https://www.airbnb.com/rooms/22298552,2021-12-17,Dream in Signoria Square New Wi-Fi,4677306,Marialaura,2013-01-12,"Florence, Tuscany, Italy",12,Centro Storico,43.76949,11.25513,Entire home/apt,3,1.0,66.0,2.0,23,53,83,263,60,14,0,048017LTN3220,t,5,1.35,22.400000000000002,1478.4,6.136986301369864,0,1,1,0,0,1,1,1,407.16953914014584,1,0,0,0,0,0,0,1,1,1,1,134.4,384.0,POINT (11.2551 43.7695)
4747,22301454,https://www.airbnb.com/rooms/22301454,2021-12-17,Campuccio 21,23904874,Edoardo E Michela,2014-11-18,"Florence, Tuscany, Italy",243,Centro Storico,43.76445,11.24417,Entire home/apt,4,1.0,57.0,6.8,6,6,11,241,10,1,0,,t,172,0.22,3.4,193.8,0.9315068493150684,0,1,1,0,0,1,0,1,1353.1318632463283,1,0,0,0,0,0,1,1,1,1,1,20.4,20.4,POINT (11.2442 43.7644)
4748,22314343,https://www.airbnb.com/rooms/22314343,2021-12-17,Historical Tower  Spectacular Arno View& Balcony,26478188,Ilkay,2015-01-21,"Florence, Tuscany, Italy",5,Centro Storico,43.76695,11.25016,Entire home/apt,3,1.0,142.0,2.0,20,47,69,307,5,4,0,,t,3,0.16,6.4,908.8,1.7534246575342467,0,1,1,0,0,1,0,1,829.465684227643,1,0,0,0,0,0,1,1,1,1,1,38.400000000000006,38.400000000000006,POINT (11.2502 43.767)
4751,22329547,https://www.airbnb.com/rooms/22329547,2021-12-17,Appartamento Dalmazia,134869786,Cristina,2017-06-13,"Firenze, Toscana, Italy",1,Rifredi,43.79399,11.23896,Entire home/apt,3,1.0,39.0,1.0,25,55,85,85,44,8,1,,f,1,0.99,12.8,499.2,3.5068493150684934,0,1,0,1,0,0,0,0,2696.0604516872486,0,0,0,1,0,0,1,1,0,1,0,76.80000000000001,76.80000000000001,POINT (11.239 43.794)
4752,22332751,https://www.airbnb.com/rooms/22332751,2021-12-17,Rebecca's Apartments in Piazza del Duomo I,49326303,Rebecca'S  Apartments,2015-11-18,"Milan, Lombardy, Italy",12,Centro Storico,43.77357,11.25605,Entire home/apt,4,1.0,110.0,1.0,14,40,67,305,62,26,3,,t,3,1.42,41.6,4576.0,11.397260273972604,0,1,1,0,0,0,0,1,52.375603324892275,1,0,0,0,0,0,1,1,1,1,1,249.60000000000002,249.60000000000002,POINT (11.2561 43.7736)
4753,22333101,https://www.airbnb.com/rooms/22333101,2021-12-17,Rebecca's Apartments in Piazza del Duomo II,49326303,Rebecca'S  Apartments,2015-11-18,"Milan, Lombardy, Italy",12,Centro Storico,43.77357,11.25605,Entire home/apt,2,1.0,90.0,1.0,26,56,86,361,64,20,3,,t,3,1.43,32.0,2880.0,8.767123287671232,0,1,1,0,0,0,0,1,52.375603324892275,1,0,0,0,0,0,1,1,1,1,1,192.0,192.0,POINT (11.2561 43.7736)
4754,22333739,https://www.airbnb.com/rooms/22333739,2021-12-17,Rebecca's Apartments in Piazza del Duomo III,49326303,Rebecca'S  Apartments,2015-11-18,"Milan, Lombardy, Italy",12,Centro Storico,43.77357,11.25605,Entire home/apt,2,1.0,109.0,1.0,17,29,49,240,144,41,1,,t,3,3.3,65.60000000000001,7150.4,17.972602739726028,0,1,1,0,0,0,0,1,52.375603324892275,1,0,0,0,0,0,1,1,1,1,1,393.6,393.6,POINT (11.2561 43.7736)
4756,22351845,https://www.airbnb.com/rooms/22351845,2021-12-17,Casa Fiorentina - Dante room,158969757,Valentina,2017-11-16,IT,12,Centro Storico,43.77844,11.25291,Private room,2,1.0,20.0,1.0,27,57,87,362,119,21,0,,f,12,2.53,33.6,672.0,9.205479452054794,0,0,1,0,0,0,0,0,643.3581404019777,1,0,0,0,0,0,1,0,1,1,0,201.60000000000002,201.60000000000002,POINT (11.2529 43.7784)
4757,22365508,https://www.airbnb.com/rooms/22365508,2021-12-17,Via Verdi - lovely flat in the heart of Florence,155914336,Massimo - Emanuele,2017-10-23,"Florence, Tuscany, Italy",17,Centro Storico,43.76955,11.26106,Entire home/apt,6,2.0,190.0,3.0,0,0,0,0,3,1,0,,f,14,0.07,1.6,304.0,0.4383561643835617,0,1,1,0,0,1,0,0,567.0545847839628,1,0,0,0,0,0,1,1,1,1,0,9.600000000000001,9.600000000000001,POINT (11.2611 43.7696)
4760,22385856,https://www.airbnb.com/rooms/22385856,2021-12-17,SAN GIORGIO LOFT,45827675,Tommaso,2015-10-05,"Florence, Tuscany, Italy",9,Centro Storico,43.7668,11.25317,Entire home/apt,4,1.0,94.0,2.0,12,37,65,305,202,41,4,,t,6,4.25,65.60000000000001,6166.4,17.972602739726028,0,1,1,0,0,1,0,1,736.1317571260688,1,0,0,0,0,0,1,1,1,1,1,393.6,393.6,POINT (11.2532 43.7668)
4761,22395053,https://www.airbnb.com/rooms/22395053,2021-12-17,Appartamento Comodo e Colorato nel Quartiere di San Lorenzo,163793339,Stefania,2017-12-23,"Florence, Tuscany, Italy",1,Centro Storico,43.77576,11.25334,Entire home/apt,4,1.0,120.0,2.0,22,49,79,341,80,12,0,,t,1,1.76,19.200000000000003,2304.0,5.26027397260274,0,1,0,1,0,1,0,1,364.97993378400747,1,0,0,0,0,0,1,1,0,0,0,115.20000000000002,115.20000000000002,POINT (11.2533 43.7758)
4762,22396651,https://www.airbnb.com/rooms/22396651,2021-12-17,Cristina Suite,163809774,Graziano & Matías,2017-12-23,"Florence, Tuscany, Italy",1,Centro Storico,43.77841,11.25438,Entire home/apt,3,1.0,61.0,3.0,14,44,74,335,56,3,0,,t,1,1.16,4.800000000000001,292.8,1.315068493150685,0,1,0,1,0,1,0,1,604.2265003002578,1,0,0,0,0,0,1,1,0,0,0,28.800000000000004,28.800000000000004,POINT (11.2544 43.7784)
4764,22397398,https://www.airbnb.com/rooms/22397398,2021-12-17,Via dei Fossi apartment,120686784,Emilio,2017-03-14,"Florence, Tuscany, Italy",4,Centro Storico,43.7711,11.24923,Entire home/apt,8,3.0,194.0,2.0,18,39,61,168,80,10,0,,t,6,1.72,16.0,3104.0,4.383561643835616,0,1,1,0,0,1,0,1,588.6264914544391,1,0,0,0,0,0,1,1,1,0,1,96.0,96.0,POINT (11.2492 43.7711)
4765,22400989,https://www.airbnb.com/rooms/22400989,2021-12-17,Single Color Dance Room,725879,Nadja Maria,2011-06-21,"Florence, Toscana, Italy",14,Centro Storico,43.77593,11.25483,Private room,1,1.0,36.0,1.9,22,52,82,357,233,37,2,,t,14,4.84,59.2,2131.2,16.21917808219178,0,0,1,0,0,1,0,1,328.2413094430555,1,0,0,0,0,0,1,0,1,1,0,355.20000000000005,355.20000000000005,POINT (11.2548 43.7759)
4767,22413565,https://www.airbnb.com/rooms/22413565,2021-12-17,Ampio appartamento in stile rinascimentale situato in prossimità del Duomo,90364788,Francesco,2016-08-17,"Florence, Tuscany, Italy",7,Centro Storico,43.77431,11.25331,Entire home/apt,8,2.0,366.0,1.2,24,54,79,94,144,17,1,,t,6,2.99,27.200000000000003,9955.2,7.452054794520549,0,1,1,0,0,1,0,1,254.90803772875537,1,0,0,0,0,0,1,1,1,1,1,163.20000000000002,163.20000000000002,POINT (11.2533 43.7743)
4768,22416597,https://www.airbnb.com/rooms/22416597,2021-12-17,Apartment in Renaissance Palace,90364788,Francesco,2016-08-17,"Florence, Tuscany, Italy",7,Centro Storico,43.77478,11.25296,Entire home/apt,4,1.0,215.0,1.2,26,56,86,97,196,9,0,,t,6,4.06,14.4,3096.0,3.9452054794520546,0,1,1,0,0,1,0,1,307.8072266851506,1,0,0,0,0,0,1,1,1,1,1,86.4,86.4,POINT (11.253 43.7748)
4769,22418138,https://www.airbnb.com/rooms/22418138,2021-12-17,NERUDA CENTRALE a San Lorenzo 2 camere 6 persone,88922072,Chiara,2016-08-09,"Bagno a Ripoli, Tuscany, Italy",17,Centro Storico,43.77822,11.25454,Entire home/apt,4,2.0,189.0,2.0,22,52,82,312,65,2,0,048017LTN0783,t,10,1.35,3.2,604.8,0.8767123287671234,0,1,1,0,0,0,1,1,580.8886460104493,1,0,0,0,0,0,0,1,1,1,1,19.200000000000003,86.4,POINT (11.2545 43.7782)
4770,22418821,https://www.airbnb.com/rooms/22418821,2021-12-17,Cosy apartment few steps from Santa Croce,164146366,Livia,2017-12-25,"Florence, Tuscany, Italy",4,Centro Storico,43.76792,11.25813,Entire home/apt,3,2.0,138.0,2.6,26,56,86,306,22,5,0,,f,4,0.5,8.0,1104.0,2.191780821917808,0,1,1,0,0,1,0,0,600.5457622202538,1,0,0,0,0,0,1,1,1,0,0,48.0,48.0,POINT (11.2581 43.7679)
4772,22420284,https://www.airbnb.com/rooms/22420284,2021-12-17,Appartamento tra Storia e Design vicino al Duomo,90364788,Francesco,2016-08-17,"Florence, Tuscany, Italy",7,Centro Storico,43.77476,11.25301,Entire home/apt,4,2.0,250.0,1.2,23,53,83,94,220,20,3,,t,6,4.56,32.0,8000.0,8.767123287671232,0,1,1,0,0,1,0,1,303.2595914719206,1,0,0,0,0,0,1,1,1,1,1,192.0,192.0,POINT (11.253 43.7748)
4775,22448229,https://www.airbnb.com/rooms/22448229,2021-12-17,Belfiore Magé Apartment with Balcony and Private Garage,81769572,Nadia,2016-07-04,"Florence, Tuscany, Italy",1,Centro Storico,43.77943,11.24076,Entire home/apt,5,2.0,147.0,2.0,27,57,87,362,88,8,1,,t,1,1.86,12.8,1881.6,3.5068493150684934,0,1,0,1,0,1,0,1,1414.2125726257855,1,0,0,0,0,0,1,1,0,0,0,76.80000000000001,76.80000000000001,POINT (11.2408 43.7794)
4781,22477166,https://www.airbnb.com/rooms/22477166,2021-12-17,"""Annunziata Suite 2"" - Center of Florence.",163541103,Gherardo,2017-12-21,"Florence, Tuscany, Italy",2,Centro Storico,43.77724,11.26199,Entire home/apt,4,1.0,89.0,2.1,18,48,78,353,89,1,1,,f,2,1.96,1.6,142.4,0.4383561643835617,0,1,0,0,1,1,0,0,666.4446014870342,1,0,0,0,0,0,1,1,0,0,0,9.600000000000001,9.600000000000001,POINT (11.262 43.7772)
4786,22493465,https://www.airbnb.com/rooms/22493465,2021-12-17,Camera su giardino in centro città,164982912,Anna,2017-12-30,"Florence, Tuscany, Italy",1,Centro Storico,43.77688,11.26171,Private room,1,1.0,35.0,2.0,13,26,56,267,81,33,4,,f,1,1.9,52.800000000000004,1848.0,14.465753424657535,0,0,0,1,0,1,0,0,622.6700356735043,1,0,0,0,0,0,1,0,0,0,0,316.8,316.8,POINT (11.2617 43.7769)
4788,22502966,https://www.airbnb.com/rooms/22502966,2021-12-17,Central Studio DownTown Santa Maria Novella,35968350,Michele,2015-06-16,"Florence, Tuscany, Italy",24,Centro Storico,43.77391,11.24492,Entire home/apt,2,1.0,200.0,3.0,0,0,0,0,112,4,0,,t,19,2.34,6.4,1280.0,1.7534246575342467,0,1,1,0,0,1,0,1,896.5866408895662,1,0,0,0,0,0,1,1,1,1,1,38.400000000000006,38.400000000000006,POINT (11.2449 43.7739)
4790,22522298,https://www.airbnb.com/rooms/22522298,2021-12-17,"Strange Uncle, Concrete Zen Room",725879,Nadja Maria,2011-06-21,"Florence, Toscana, Italy",14,Centro Storico,43.77576,11.25469,Private room,2,1.0,44.0,1.9,14,44,74,250,196,48,5,,t,14,4.07,76.80000000000001,3379.2,21.04109589041096,0,0,1,0,0,1,0,1,313.8013804622084,1,0,0,0,0,0,1,0,1,1,0,460.80000000000007,460.80000000000007,POINT (11.2547 43.7758)
4792,22527011,https://www.airbnb.com/rooms/22527011,2021-12-17,Berlin in Florence Double Bedroom,725879,Nadja Maria,2011-06-21,"Florence, Toscana, Italy",14,Centro Storico,43.77578,11.25463,Private room,2,1.0,40.0,1.8,14,42,54,54,206,29,1,,t,14,4.28,46.400000000000006,1856.0,12.71232876712329,0,0,1,0,0,1,0,1,317.5405676263621,1,0,0,0,0,0,1,0,1,1,0,278.40000000000003,278.40000000000003,POINT (11.2546 43.7758)
4793,22529219,https://www.airbnb.com/rooms/22529219,2021-12-17,ATTICO FIRENZE NORD,165428348,Luciana,2018-01-02,"Florence, Tuscany, Italy",3,Centro Storico,43.78481,11.2081,Entire home/apt,4,1.0,43.0,1.0,20,33,45,84,269,63,1,,f,1,5.6,100.80000000000001,4334.4,27.616438356164387,0,1,1,0,0,1,0,0,4069.6913115122697,1,0,0,0,0,0,1,1,1,0,0,604.8000000000001,604.8000000000001,POINT (11.2081 43.7848)
4794,22538932,https://www.airbnb.com/rooms/22538932,2021-12-17,VIVERE FIRENZE - CORSO 3,14918959,Lorenzo,2014-04-30,"Florence, Tuscany, Italy",3,Centro Storico,43.7716,11.25684,Entire home/apt,4,1.0,49.0,1.0,16,46,60,60,188,35,4,,t,4,3.91,56.0,2744.0,15.342465753424658,0,1,1,0,0,1,0,1,179.86098844568127,1,0,0,0,0,0,1,1,1,0,1,336.0,336.0,POINT (11.2568 43.7716)
4795,22547573,https://www.airbnb.com/rooms/22547573,2021-12-17,Traditional Tuscan House,24660475,Lorenzo,2014-12-09,"Florence, Tuscany, Italy",1,Campo di Marte,43.79292,11.27115,Entire home/apt,4,2.0,74.0,1.0,0,15,43,161,56,4,0,,t,1,1.18,6.4,473.6,1.7534246575342467,0,1,0,1,0,1,0,1,2517.2997888917666,0,0,0,0,1,0,1,1,0,0,0,38.400000000000006,38.400000000000006,POINT (11.2712 43.7929)
4813,22628030,https://www.airbnb.com/rooms/22628030,2021-12-17,Il calore di un nido a due passi da Ponte Vecchio,39002948,Caterina,2015-07-20,"Florence, Tuscany, Italy",1,Centro Storico,43.76764,11.25205,Entire home/apt,2,1.0,100.0,3.0,22,52,82,163,65,10,0,,t,1,1.45,16.0,1600.0,4.383561643835616,0,1,0,1,0,1,0,1,684.9582023685559,1,0,0,0,0,0,1,1,0,0,0,96.0,96.0,POINT (11.2521 43.7676)
4814,22629196,https://www.airbnb.com/rooms/22629196,2021-12-17,Lungarno Flat in the Heart of Florence,166596117,Giovanni,2018-01-08,"Florence, Tuscany, Italy",3,Centro Storico,43.76784,11.25956,Entire home/apt,2,1.0,48.0,2.0,0,0,0,131,100,4,0,,t,2,2.11,6.4,307.2,1.7534246575342467,0,1,1,0,0,1,0,1,650.9323419351786,1,0,0,0,0,0,1,1,1,0,1,38.400000000000006,38.400000000000006,POINT (11.2596 43.7678)
4815,22642184,https://www.airbnb.com/rooms/22642184,2021-12-17,"Pontevecchio, luxury loft Vasari",2329953,Giulia,2012-05-09,"La Spezia, Liguria, Italy",24,Centro Storico,43.76722,11.25229,Entire home/apt,4,1.0,93.0,2.1,22,52,82,97,20,11,0,,t,3,0.47,17.6,1636.8,4.821917808219178,0,1,1,0,0,0,0,1,718.364173968708,1,0,0,0,0,0,1,1,1,1,1,105.60000000000001,105.60000000000001,POINT (11.2523 43.7672)
