,id,listing_url,last_scraped,name,host_id,host_name,host_since,host_location,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,price,minimum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,license,instant_bookable,calculated_host_listings_count,reviews_per_month,days_rented_ltm,rounded_revenue_ltm,occupancy_rate_approx,is_hotel,is_entire,many_listings,only_1_listing,only_2_listings,host_florence,has_liscense,is_instant_bookable,dist_duomo,is_centro,is_gavinana,is_isolotto,is_rifredi,is_campo,listing_revenue_exceed_LTR,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,commercial,very_likely_commercial,tourist_tax,unpaid_tourist_tax,geom
5,31840,https://www.airbnb.com/rooms/31840,2021-12-17,A Residenza Martin  Classic room,380378,Officina 360,2011-02-07,"Florence, Tuscany, Italy",36,Centro Storico,43.77709,11.25216,Private room,2,1.0,57.0,1.9,20,48,75,338,121,2,0,,t,26,0.87,3.2,182.4,0.8767123287671234,0,0,1,0,0,1,0,1,540.4705181558066,1,0,0,0,0,0,1,0,1,1,0,19.200000000000003,19.200000000000003,POINT (11.2522 43.7771)
6,32120,https://www.airbnb.com/rooms/32120,2021-12-17,Welcome at Corte Verde in Florence,99235,Lucia,2010-03-26,"Florence, Toscana, Italy",1,Gavinana Galluzzo,43.76157,11.27741,Entire home/apt,2,1.0,75.0,1.0,0,0,0,0,16,1,0,,t,1,0.12,1.6,120.0,0.4383561643835617,0,1,0,1,0,1,0,1,2147.792725321319,0,1,0,0,0,0,1,1,0,0,0,9.600000000000001,9.600000000000001,POINT (11.2774 43.7616)
7,32180,https://www.airbnb.com/rooms/32180,2021-12-17,Charming Gem - Oltrarno City centre,13925330,Cesare,2014-04-05,"Florence, Tuscany, Italy",2,Centro Storico,43.76832,11.24348,Entire home/apt,4,2.0,89.0,3.0,4,4,19,263,21,1,0,,t,2,0.15,1.6,142.4,0.4383561643835617,0,1,0,0,1,1,0,1,1139.3893144294555,1,0,0,0,0,0,1,1,0,0,0,9.600000000000001,9.600000000000001,POINT (11.2435 43.7683)
8,32395,https://www.airbnb.com/rooms/32395,2021-12-17,your room in florence,140170,Fabio,2010-06-07,"Florence, Toscana, Italy",5,Centro Storico,43.76268,11.24149,Hotel room,2,1.0,60.0,2.0,15,45,75,338,532,20,2,,t,5,3.84,32.0,1920.0,8.767123287671232,1,0,1,0,0,1,0,1,1644.7909447187235,1,0,0,0,0,0,1,0,1,1,0,192.0,192.0,POINT (11.2415 43.7627)
9,39115,https://www.airbnb.com/rooms/39115,2021-12-17,Central Double Shared Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77525,11.25258,Private room,2,1.0,65.0,2.0,3,6,19,270,50,2,0,,f,11,0.36,3.2,208.0,0.8767123287671234,0,0,1,0,0,1,0,0,364.5251050727623,1,0,0,0,0,0,1,0,1,1,0,19.200000000000003,19.200000000000003,POINT (11.2526 43.7752)
10,39165,https://www.airbnb.com/rooms/39165,2021-12-17,Florence Central Double Private Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77525,11.25258,Private room,2,1.0,72.0,2.0,25,55,67,304,15,1,0,,f,11,0.11,1.6,115.2,0.4383561643835617,0,0,1,0,0,1,0,0,364.5251050727623,1,0,0,0,0,0,1,0,1,1,0,9.600000000000001,9.600000000000001,POINT (11.2526 43.7752)
15,44781,https://www.airbnb.com/rooms/44781,2021-12-17,Stylish Terrace on Boboli Gardens,33210,Rocco,2009-08-22,"Florence, Tuscany, Italy",1,Centro Storico,43.76418,11.24618,Entire home/apt,4,1.0,99.0,3.0,13,13,13,214,305,24,1,,t,1,2.24,38.400000000000006,3801.6,10.52054794520548,0,1,0,1,0,1,0,1,1267.8385582260137,1,0,0,0,0,0,1,1,0,0,0,230.40000000000003,230.40000000000003,POINT (11.2462 43.7642)
16,45606,https://www.airbnb.com/rooms/45606,2021-12-17,MATTEO Apart. Florence Centre,202686,Tarcisio,2010-08-16,"Florence, Toscana, Italy",3,Isolotto Legnaia,43.7728,11.23746,Entire home/apt,3,1.0,70.0,4.0,2,31,44,319,409,6,0,,t,3,3.2,12.0,840.0,3.287671232876712,0,1,1,0,0,1,0,1,1493.0539386735159,0,0,1,0,0,0,1,1,1,0,1,72.0,72.0,POINT (11.2375 43.7728)
17,46520,https://www.airbnb.com/rooms/46520,2021-12-17,A Residenza Martin:  Superior room,380378,Officina 360,2011-02-07,"Florence, Tuscany, Italy",36,Centro Storico,43.77699,11.25216,Private room,3,1.0,57.0,1.9,25,55,82,345,93,6,0,,t,26,0.68,9.600000000000001,547.2,2.63013698630137,0,0,1,0,0,1,0,1,531.3950627188879,1,0,0,0,0,0,1,0,1,1,0,57.60000000000001,57.60000000000001,POINT (11.2522 43.777)
18,46523,https://www.airbnb.com/rooms/46523,2021-12-17,A Residenza Martin:  Single room,380378,Officina 360,2011-02-07,"Florence, Tuscany, Italy",36,Centro Storico,43.77704,11.25217,Private room,1,1.0,43.0,1.9,16,44,74,333,216,16,5,,t,26,1.59,25.6,1100.8,7.013698630136987,0,0,1,0,0,1,0,1,535.4591891676976,1,0,0,0,0,0,1,0,1,1,0,153.60000000000002,153.60000000000002,POINT (11.2522 43.777)
19,46524,https://www.airbnb.com/rooms/46524,2021-12-17,A Residenza Martin:  Deluxe room,380378,Officina 360,2011-02-07,"Florence, Tuscany, Italy",36,Centro Storico,43.777,11.25216,Private room,3,1.0,59.0,1.9,24,54,81,344,78,12,1,,t,26,0.6,19.200000000000003,1132.8,5.26027397260274,0,0,1,0,0,1,0,1,532.2991349235758,1,0,0,0,0,0,1,0,1,1,0,115.20000000000002,115.20000000000002,POINT (11.2522 43.777)
20,47498,https://www.airbnb.com/rooms/47498,2021-12-17,Leonardo House,215302,Darko,2010-08-28,"Florence, Toscana, Italy",4,Centro Storico,43.77386,11.25028,Private room,3,1.0,46.0,1.3,22,52,82,357,490,6,1,,t,3,3.59,9.600000000000001,441.6,2.63013698630137,0,0,1,0,0,1,0,1,468.1989918707479,1,0,0,0,0,0,1,0,1,0,0,57.60000000000001,57.60000000000001,POINT (11.2503 43.7739)
22,52543,https://www.airbnb.com/rooms/52543,2021-12-17,FILIPPO Apartm. FLORENCE CENTER,202686,Tarcisio,2010-08-16,"Florence, Toscana, Italy",3,Isolotto Legnaia,43.77175,11.2364,Entire home/apt,5,1.0,70.0,5.0,0,0,0,77,192,1,0,,t,3,1.48,2.5,175.0,0.684931506849315,0,1,1,0,0,1,0,1,1585.1503882368659,0,0,1,0,0,0,1,1,1,0,1,15.0,15.0,POINT (11.2364 43.7717)
23,52545,https://www.airbnb.com/rooms/52545,2021-12-17,LETIZIA FLORENCE CENTER Apartm.,202686,Tarcisio,2010-08-16,"Florence, Toscana, Italy",3,Isolotto Legnaia,43.77164,11.23819,Entire home/apt,4,1.0,80.0,5.0,16,16,16,229,203,1,0,,t,3,1.64,2.5,200.0,0.684931506849315,0,1,1,0,0,1,0,1,1443.0688664212691,0,0,1,0,0,0,1,1,1,0,1,15.0,15.0,POINT (11.2382 43.7716)
24,57542,https://www.airbnb.com/rooms/57542,2021-12-17,love Florence?love Florentin house,274074,Elly,2010-10-29,"Florence, Toscana, Italy",22,Centro Storico,43.77236,11.24787,Entire home/apt,4,1.0,111.0,3.0,10,22,45,320,106,3,0,,f,12,0.81,4.800000000000001,532.8,1.315068493150685,0,1,1,0,0,1,0,0,659.7039185861533,1,0,0,0,0,0,1,1,1,1,0,28.800000000000004,28.800000000000004,POINT (11.2479 43.7724)
26,57644,https://www.airbnb.com/rooms/57644,2021-12-17,Terrazzino Apartment,274758,Francesco,2010-10-30,"Florence, Toscana, Italy",6,Centro Storico,43.77713,11.26182,Entire home/apt,4,1.0,90.0,3.0,1,13,43,181,76,7,1,,t,5,0.6,11.200000000000001,1008.0,3.068493150684932,0,1,1,0,0,1,0,1,648.1059064098607,1,0,0,0,0,0,1,1,1,1,1,67.2,67.2,POINT (11.2618 43.7771)
28,57859,https://www.airbnb.com/rooms/57859,2021-12-17,"Bright flat,Terrace central Firenze",274074,Elly,2010-10-29,"Florence, Toscana, Italy",22,Centro Storico,43.77652,11.25588,Entire home/apt,3,1.0,90.0,3.0,14,14,28,275,156,8,0,,t,12,1.21,12.8,1152.0,3.5068493150684934,0,1,1,0,0,1,0,1,380.1116283759926,1,0,0,0,0,0,1,1,1,1,1,76.80000000000001,76.80000000000001,POINT (11.2559 43.7765)
29,60838,https://www.airbnb.com/rooms/60838,2021-12-17,Home Sweet Home away from home 753 Square Feet,293716,Paolo,2010-11-21,"Florence, Toscana, Italy",1,Centro Storico,43.77263,11.26316,Entire home/apt,4,2.0,88.0,3.0,24,54,84,264,85,2,0,,f,1,0.65,3.2,281.6,0.8767123287671234,0,1,0,1,0,1,0,0,578.8230747228569,1,0,0,0,0,0,1,1,0,0,0,19.200000000000003,19.200000000000003,POINT (11.2632 43.7726)
31,64023,https://www.airbnb.com/rooms/64023,2021-12-17,Loft style historical Central,96905,Elisabetta And Claudia,2010-03-21,"Florence, Tuscany, Italy",3,Centro Storico,43.77089,11.25966,Entire home/apt,2,1.0,60.0,17.2,4,4,13,202,154,3,0,,t,3,1.2,25.799999999999997,1548.0,7.0684931506849304,0,1,1,0,0,1,0,1,383.57290103540964,1,0,0,0,0,0,1,1,1,0,1,154.79999999999998,154.79999999999998,POINT (11.2597 43.7709)
37,67725,https://www.airbnb.com/rooms/67725,2021-12-17,Central Triple Private Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77525,11.25258,Private room,3,1.0,90.0,2.0,26,30,30,221,4,1,0,,f,11,0.05,1.6,144.0,0.4383561643835617,0,0,1,0,0,1,0,0,364.5251050727623,1,0,0,0,0,0,1,0,1,1,0,9.600000000000001,9.600000000000001,POINT (11.2526 43.7752)
38,68273,https://www.airbnb.com/rooms/68273,2021-12-17,Regal Apartment in 16th Century Florentine Palazzo,338220,Allegra,2011-01-07,"Florence, Toscana, Italy",4,Centro Storico,43.77931,11.25805,Entire home/apt,3,1.0,124.0,3.0,0,0,0,76,40,6,0,,t,1,0.3,9.600000000000001,1190.4,2.63013698630137,0,1,1,0,0,1,0,1,709.4436409958058,1,0,0,0,0,0,1,1,1,0,1,57.60000000000001,57.60000000000001,POINT (11.2581 43.7793)
39,68530,https://www.airbnb.com/rooms/68530,2021-12-17,Lovely Flat in Old Town Florence,340421,Franco,2011-01-09,"Florence, Toscana, Italy",1,Centro Storico,43.77597,11.25035,Entire home/apt,6,2.0,80.0,3.0,11,41,71,274,76,10,3,,t,1,0.59,16.0,1280.0,4.383561643835616,0,1,0,1,0,1,0,1,555.5157174200424,1,0,0,0,0,0,1,1,0,0,0,96.0,96.0,POINT (11.2503 43.776)
40,70885,https://www.airbnb.com/rooms/70885,2021-12-17,Central Double Shared Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77525,11.25258,Private room,2,1.0,57.0,2.0,25,33,33,230,21,1,0,,f,11,0.16,1.6,91.2,0.4383561643835617,0,0,1,0,0,1,0,0,364.5251050727623,1,0,0,0,0,0,1,0,1,1,0,9.600000000000001,9.600000000000001,POINT (11.2526 43.7752)
41,71605,https://www.airbnb.com/rooms/71605,2021-12-17,Florence Central Double Private Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77525,11.25258,Private room,2,1.0,72.0,2.0,26,56,86,337,18,3,1,,f,11,0.14,4.800000000000001,345.6,1.315068493150685,0,0,1,0,0,1,0,0,364.5251050727623,1,0,0,0,0,0,1,0,1,1,0,28.800000000000004,28.800000000000004,POINT (11.2526 43.7752)
42,73345,https://www.airbnb.com/rooms/73345,2021-12-17,Luxury Apartment near Duomo,382561,Ati,2011-02-08,"Florence, Tuscany, Italy",6,Centro Storico,43.76971,11.2518,Entire home/apt,4,1.0,68.0,2.0,18,48,78,337,102,16,0,,t,4,1.49,25.6,1740.8,7.013698630136987,0,1,1,0,0,1,0,1,506.18101273976043,1,0,0,0,0,0,1,1,1,1,1,153.60000000000002,153.60000000000002,POINT (11.2518 43.7697)
43,73739,https://www.airbnb.com/rooms/73739,2021-12-17,Your apartment in the Heart of City,385786,Dante,2011-02-10,"Rome, Lazio, Italy",1,Isolotto Legnaia,43.76988,11.23978,Entire home/apt,4,1.0,72.0,3.0,15,15,15,274,36,2,0,,t,1,0.28,3.2,230.4,0.8767123287671234,0,1,0,1,0,0,0,1,1354.046828622152,0,0,1,0,0,0,1,1,0,1,0,19.200000000000003,19.200000000000003,POINT (11.2398 43.7699)
44,74682,https://www.airbnb.com/rooms/74682,2021-12-17,Large Studio in Ognissanti Palace,386165,Gian,2011-02-10,"Florence, Toscana, Italy",1,Centro Storico,43.77243,11.24519,Entire home/apt,2,1.0,38.0,1.0,3,8,13,261,850,47,2,,f,1,6.53,75.2,2857.6,20.602739726027398,0,1,0,1,0,1,0,0,873.5090294238595,1,0,0,0,0,0,1,1,0,0,0,451.20000000000005,451.20000000000005,POINT (11.2452 43.7724)
46,77570,https://www.airbnb.com/rooms/77570,2021-12-17,Duomo Flat Amazing view in Florence,416144,Massimiliano,2011-03-01,"Florence, Toscana, Italy",2,Centro Storico,43.77272,11.25914,Entire home/apt,4,2.0,130.0,2.0,0,21,46,224,545,59,5,,t,1,5.01,94.4,12272.0,25.863013698630137,0,1,0,0,1,1,0,1,256.30744400606943,1,0,0,0,0,0,1,1,0,0,0,566.4000000000001,566.4000000000001,POINT (11.2591 43.7727)
55,83045,https://www.airbnb.com/rooms/83045,2021-12-17,Classy & big penthouse + cooking,405852,Michele,2011-02-23,"Florence, Toscana, Italy",2,Centro Storico,43.76807,11.25997,Entire home/apt,10,5.0,320.0,4.0,12,42,63,241,185,5,1,,f,1,1.62,10.0,3200.0,2.73972602739726,0,1,0,0,1,1,0,0,643.8241896361178,1,0,0,0,0,0,1,1,0,0,0,60.0,60.0,POINT (11.26 43.7681)
57,84829,https://www.airbnb.com/rooms/84829,2021-12-17,APT. with terrace at the Cathedral,463865,Alessandro,2011-03-26,"Florence, Tuscany, Italy",2,Centro Storico,43.77358,11.25723,Entire home/apt,4,1.0,105.0,4.0,22,52,82,277,92,11,1,,f,1,0.71,22.0,2310.0,6.027397260273973,0,1,0,0,1,1,0,0,112.47622726871994,1,0,0,0,0,0,1,1,0,0,0,132.0,132.0,POINT (11.2572 43.7736)
59,87404,https://www.airbnb.com/rooms/87404,2021-12-17,Hotel Il Bargellino highest ratings,478796,Giuseppe,2011-04-02,"Florence, Tuscany, Italy",3,Centro Storico,43.77892,11.25135,Private room,2,1.0,109.0,3.0,20,50,80,355,27,12,0,,f,3,0.21,19.200000000000003,2092.8,5.26027397260274,0,0,1,0,0,1,0,0,747.1934602071742,1,0,0,0,0,0,1,0,1,0,0,115.20000000000002,115.20000000000002,POINT (11.2514 43.7789)
60,89856,https://www.airbnb.com/rooms/89856,2021-12-17,Private terrace Live like a local in St Croce ⭐️,488317,Diana,2011-04-06,"Florence, Tuscany, Italy",35,Centro Storico,43.76801,11.26212,Entire home/apt,4,2.0,153.0,2.0,5,35,65,314,104,13,1,048017LTN3278,t,34,0.89,20.8,3182.4,5.698630136986302,0,1,1,0,0,1,1,1,750.0906373068054,1,0,0,0,0,0,0,1,1,1,1,124.80000000000001,115.20000000000002,POINT (11.2621 43.768)
61,90557,https://www.airbnb.com/rooms/90557,2021-12-17,Magic Florence,490856,Maya,2011-04-07,"Florence, Tuscany, Italy",1,Campo di Marte,43.77017,11.27702,Entire home/apt,1,1.0,80.0,1.0,0,14,44,319,45,2,0,,f,1,0.48,3.2,256.0,0.8767123287671234,0,1,0,1,0,1,0,0,1723.413654909083,0,0,0,0,1,0,1,1,0,0,0,19.200000000000003,19.200000000000003,POINT (11.277 43.7702)
62,94913,https://www.airbnb.com/rooms/94913,2021-12-17,Central room with private bathroom,506219,Elisabetta E Giovanni,2011-04-13,"Florence, Toscana, Italy",6,Centro Storico,43.76971,11.24542,Private room,3,1.0,45.0,2.0,6,20,25,228,355,19,5,,t,2,2.77,30.400000000000002,1368.0,8.32876712328767,0,0,1,0,0,1,0,1,931.3905736328434,1,0,0,0,0,0,1,0,1,1,0,182.4,182.4,POINT (11.2454 43.7697)
69,109302,https://www.airbnb.com/rooms/109302,2021-12-17,Camera in centro a Firenze,564660,Manuela,2011-05-07,"Florence, Toscana, Italy",2,Centro Storico,43.77082,11.25711,Private room,2,1.0,65.0,2.0,28,58,88,363,100,1,0,,f,1,0.79,1.6,104.0,0.4383561643835617,0,0,0,0,1,1,0,0,268.62760082401314,1,0,0,0,0,0,1,0,0,0,0,9.600000000000001,9.600000000000001,POINT (11.2571 43.7708)
71,122324,https://www.airbnb.com/rooms/122324,2021-12-17,"Villa with great view over Florence, pool, Wi-Fi",613199,Lorenzo,2011-05-22,"Florence, Tuscany, Italy",6,Campo di Marte,43.80924,11.27349,Entire home/apt,12,5.0,549.0,5.6,23,53,83,253,19,1,0,048017LTN4431,t,2,0.17,2.8,1537.2,0.7671232876712328,0,1,1,0,0,1,1,1,4255.055705958575,0,0,0,0,1,0,0,1,1,1,1,16.799999999999997,9.600000000000001,POINT (11.2735 43.8092)
76,133411,https://www.airbnb.com/rooms/133411,2021-12-17,Florence Central Double Private Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77533,11.25254,Private room,2,1.0,72.0,2.0,15,17,34,285,9,2,0,,f,11,0.1,3.2,230.4,0.8767123287671234,0,0,1,0,0,1,0,0,372.8108348816542,1,0,0,0,0,0,1,0,1,1,0,19.200000000000003,19.200000000000003,POINT (11.2525 43.7753)
78,136910,https://www.airbnb.com/rooms/136910,2021-12-17,VVMONO - ROOM in the HEART of FLR,669847,Alberto,2011-06-06,"Florence, Tuscany, Italy",3,Centro Storico,43.77111,11.24893,Entire home/apt,1,1.0,44.0,4.0,29,59,89,364,53,1,0,,f,2,0.52,2.0,88.0,0.547945205479452,0,1,1,0,0,1,0,0,610.6577828039373,1,0,0,0,0,0,1,1,1,0,0,12.0,12.0,POINT (11.2489 43.7711)
80,141661,https://www.airbnb.com/rooms/141661,2021-12-17,"""Grande Pepi"" - Luxury in the heart of Florence!",688861,Massimo,2011-06-11,"Florence, Toscana, Italy",7,Centro Storico,43.77255,11.26408,Entire home/apt,9,3.0,174.0,2.1,14,41,71,302,32,7,1,,t,3,0.27,11.200000000000001,1948.8,3.068493150684932,0,1,1,0,0,1,0,1,653.3975838102548,1,0,0,0,0,0,1,1,1,1,1,67.2,67.2,POINT (11.2641 43.7726)
86,147220,https://www.airbnb.com/rooms/147220,2021-12-17,S.Antonino 360° Views 5 Minutes from Duomo,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77569,11.25229,Entire home/apt,8,3.0,365.0,3.0,23,53,80,291,66,2,1,048017LTN3439,t,125,0.53,3.2,1168.0,0.8767123287671234,0,1,1,0,0,1,1,1,414.76138100564106,1,0,0,0,0,0,0,1,1,1,1,19.200000000000003,67.2,POINT (11.2523 43.7757)
87,150675,https://www.airbnb.com/rooms/150675,2021-12-17,The smallest hostel of Florence - Moonshine Avenue,725879,Nadja Maria,2011-06-21,"Florence, Toscana, Italy",14,Centro Storico,43.77522,11.25454,Private room,2,1.0,48.0,1.9,18,46,74,243,690,53,6,,t,14,5.53,84.80000000000001,4070.4,23.23287671232877,0,0,1,0,0,1,0,1,263.248573024775,1,0,0,0,0,0,1,0,1,1,0,508.80000000000007,508.80000000000007,POINT (11.2545 43.7752)
91,160310,https://www.airbnb.com/rooms/160310,2021-12-17,Romantic Hideaway Near Central Rail Station,768323,Paolo,2011-07-02,"Florence, Toscana, Italy",6,Centro Storico,43.77521,11.24534,Entire home/apt,2,1.0,46.0,1.0,15,45,73,336,229,26,6,,t,4,1.83,41.6,1913.6,11.397260273972604,0,1,1,0,0,1,0,1,889.6783205857201,1,0,0,0,0,0,1,1,1,1,1,249.60000000000002,249.60000000000002,POINT (11.2453 43.7752)
92,160352,https://www.airbnb.com/rooms/160352,2021-12-17,Love Nest Near Central Rail Station,768323,Paolo,2011-07-02,"Florence, Toscana, Italy",6,Centro Storico,43.77586,11.2443,Entire home/apt,2,1.0,44.0,1.0,10,38,66,325,272,24,3,,t,4,2.31,38.400000000000006,1689.6,10.52054794520548,0,1,1,0,0,1,0,1,990.6194556124185,1,0,0,0,0,0,1,1,1,1,1,230.40000000000003,230.40000000000003,POINT (11.2443 43.7759)
93,160366,https://www.airbnb.com/rooms/160366,2021-12-17,Historic Apartment near Central Station,768323,Paolo,2011-07-02,"Florence, Toscana, Italy",6,Centro Storico,43.77427,11.24729,Entire home/apt,3,1.0,45.0,1.0,8,38,68,329,558,47,5,,t,4,4.5,75.2,3384.0,20.602739726027398,0,1,1,0,0,1,0,1,713.1934153168852,1,0,0,0,0,0,1,1,1,1,1,451.20000000000005,451.20000000000005,POINT (11.2473 43.7743)
94,160399,https://www.airbnb.com/rooms/160399,2021-12-17,"Ponte Vecchio Apartment, Private & Cosy",768323,Paolo,2011-07-02,"Florence, Toscana, Italy",6,Centro Storico,43.76584,11.2544,Entire home/apt,3,1.0,42.0,1.0,8,38,66,330,412,52,7,,t,4,3.3,83.2,3494.4,22.794520547945208,0,1,1,0,0,1,0,1,816.864567943566,1,0,0,0,0,0,1,1,1,1,1,499.20000000000005,499.20000000000005,POINT (11.2544 43.7658)
96,162037,https://www.airbnb.com/rooms/162037,2021-12-17,Window on the Park of Florence,774842,Laura,2011-07-04,"Florence, Tuscany, Italy",3,Rifredi,43.78974,11.25802,Private room,2,1.0,25.0,1.0,0,0,0,0,336,5,1,,t,1,3.96,8.0,200.0,2.191780821917808,0,0,1,0,0,1,0,1,1855.9739268086641,0,0,0,1,0,0,1,0,1,0,0,48.0,48.0,POINT (11.258 43.7897)
99,174420,https://www.airbnb.com/rooms/174420,2021-12-17,Florence Historycal centre -Tuscany,833421,Valentina,2011-07-18,"Turin, Piedmont, Italy",1,Centro Storico,43.77225,11.24849,Entire home/apt,4,2.0,49.0,5.0,13,30,31,293,103,7,0,,f,1,0.83,17.5,857.5,4.794520547945205,0,1,0,1,0,0,0,0,611.9747329496315,1,0,0,0,0,0,1,1,0,1,0,105.0,105.0,POINT (11.2485 43.7722)
102,182984,https://www.airbnb.com/rooms/182984,2021-12-17,"Central, quiet near the Old Bridge",877420,Filippo,2011-07-27,"Sesto Fiorentino, Toscana, Italy",1,Centro Storico,43.76554,11.2586,Entire home/apt,4,1.0,80.0,4.0,20,50,80,263,9,1,0,,f,1,0.1,2.0,160.0,0.547945205479452,0,1,0,1,0,0,0,0,865.6681799777061,1,0,0,0,0,0,1,1,0,1,0,12.0,12.0,POINT (11.2586 43.7655)
103,189586,https://www.airbnb.com/rooms/189586,2021-12-17,Florence Gioberti Suite.,914650,Thomas,2011-08-03,"Florence, Toscana, Italy",2,Campo di Marte,43.77069,11.27713,Entire home/apt,4,1.0,110.0,4.0,15,45,75,327,40,6,0,,t,2,0.37,12.0,1320.0,3.287671232876712,0,1,0,0,1,1,0,1,1722.1804938941677,0,0,0,0,1,0,1,1,0,0,0,72.0,72.0,POINT (11.2771 43.7707)
105,193675,https://www.airbnb.com/rooms/193675,2021-12-17,romantic apt in San Frediano,939139,Monica,2011-08-08,"Pesaro, Marche, Italy",1,Centro Storico,43.76778,11.24119,Entire home/apt,4,1.0,49.0,2.0,18,48,78,353,70,10,0,,f,1,0.56,16.0,784.0,4.383561643835616,0,1,0,1,0,0,0,0,1330.8893432658786,1,0,0,0,0,0,1,1,0,1,0,96.0,96.0,POINT (11.2412 43.7678)
106,197711,https://www.airbnb.com/rooms/197711,2021-12-17,"Apartment in the Old Town of Florence,near Dome!",294068,Cheti,2010-11-21,"Florence, Toscana, Italy",2,Centro Storico,43.77249,11.26121,Entire home/apt,3,1.0,107.0,2.0,25,55,85,334,69,10,0,,f,1,1.03,16.0,1712.0,4.383561643835616,0,1,0,0,1,1,0,0,424.90581417869294,1,0,0,0,0,0,1,1,0,0,0,96.0,96.0,POINT (11.2612 43.7725)
110,206127,https://www.airbnb.com/rooms/206127,2021-12-17,Relax in a quite terrance in the heart of Florence,1013874,Claudia&Francesco,2011-08-24,"Florence, Toscana, Italy",1,Centro Storico,43.77902,11.25281,Entire home/apt,3,1.0,63.0,2.0,15,45,75,132,192,8,0,,f,1,1.54,12.8,806.4,3.5068493150684934,0,1,0,1,0,1,0,0,706.1174989686683,1,0,0,0,0,0,1,1,0,0,0,76.80000000000001,76.80000000000001,POINT (11.2528 43.779)
111,209838,https://www.airbnb.com/rooms/209838,2021-12-17,Bright Apartment on 2 levels,1034057,Tommaso&Eleonora,2011-08-29,"Firenze, Toscana, Italy",4,Centro Storico,43.77318,11.24431,Entire home/apt,4,1.0,68.0,2.0,22,52,82,353,293,11,0,,f,2,2.43,17.6,1196.8,4.821917808219178,0,1,1,0,0,0,0,0,941.2175525935364,1,0,0,0,0,0,1,1,1,1,0,105.60000000000001,105.60000000000001,POINT (11.2443 43.7732)
114,222527,https://www.airbnb.com/rooms/222527,2021-12-17,"Quiet, Sunny apartment in Florence",804468,Mario,2011-07-11,"Florence, Toscana, Italy",3,Rifredi,43.82004,11.22006,Entire home/apt,4,1.0,42.0,2.0,18,48,78,168,266,2,0,,f,2,2.15,3.2,134.4,0.8767123287671234,0,1,1,0,0,1,0,0,5963.794531692554,0,0,0,1,0,0,1,1,1,0,0,19.200000000000003,19.200000000000003,POINT (11.2201 43.82)
115,224562,https://www.airbnb.com/rooms/224562,2021-12-17,Stella apartment at the Duomo,1168814,Andrea,2011-09-16,"Florence, Toscana, Italy",2,Centro Storico,43.772,11.26142,Entire home/apt,4,1.0,90.0,3.0,8,38,60,295,87,1,0,,t,1,0.73,1.6,144.0,0.4383561643835617,0,1,0,0,1,1,0,1,453.1670518468073,1,0,0,0,0,0,1,1,0,0,0,9.600000000000001,9.600000000000001,POINT (11.2614 43.772)
116,224669,https://www.airbnb.com/rooms/224669,2021-12-17,CORTE D'ARNOLFO AMBRA APARTMENT,1169561,Silverio,2011-09-16,"Florence, Toscana, Italy",3,Campo di Marte,43.76796,11.2714,Entire home/apt,4,1.0,65.0,2.0,8,8,37,217,24,2,0,,t,3,0.58,3.2,208.0,0.8767123287671234,0,1,1,0,0,1,0,1,1365.124383031295,0,0,0,0,1,0,1,1,1,0,1,19.200000000000003,19.200000000000003,POINT (11.2714 43.768)
117,227059,https://www.airbnb.com/rooms/227059,2021-12-17,room in the middle of the central,1184498,Enrico,2011-09-20,"Florence, Tuscany, Italy",1,Centro Storico,43.77022,11.2561,Private room,2,1.0,28.0,1.0,15,45,75,75,333,43,5,,f,2,3.05,68.8,1926.4,18.84931506849315,0,0,0,1,0,1,0,0,320.0916937322799,1,0,0,0,0,0,1,0,0,0,0,412.79999999999995,412.79999999999995,POINT (11.2561 43.7702)
118,230853,https://www.airbnb.com/rooms/230853,2021-12-17,A Room with a View/Camera Con Vista,1206885,Mariam,2011-09-25,"Florence, Toscana, Italy",1,Campo di Marte,43.77388,11.2844,Private room,2,1.0,41.0,2.0,18,48,78,341,428,20,2,prot. 296885 pratica 7649/2014/SUAP Firenze pratica telematica MRDMRM51H67Z224N-01122014-1431,f,1,3.69,32.0,1312.0,8.767123287671232,0,0,0,1,0,1,1,0,2288.1456932394963,0,0,0,0,1,0,0,0,0,0,0,192.0,412.79999999999995,POINT (11.2844 43.7739)
