,id,listing_url,last_scraped,name,host_id,host_name,host_since,host_location,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,license,instant_bookable,calculated_host_listings_count,reviews_per_month
1983,5513769,https://www.airbnb.com/rooms/5513769,2020-09-01,St. James Town House,18628642,St. James Church,2014-07-22,"Florence, Tuscany, Italy",1.0,Centro Storico,43.77522,11.24362,Entire home/apt,6,3.0,164.0,28,58,88,363,0,0,,f,1,
1984,5515674,https://www.airbnb.com/rooms/5515674,2020-08-31,Larges and brights rooms,28607671,Martino & Desi,2015-03-02,"Florence, Tuscany, Italy",1.0,Isolotto Legnaia,43.78155,11.19034,Private room,3,1.0,30.0,0,0,0,0,0,0,,f,1,0.03
1985,5516358,https://www.airbnb.com/rooms/5516358,2020-09-01,Room under Piazzale Michelangelo,6623347,Lorenzo E Lorenzo,2013-05-28,"Florence, Tuscany, Italy",12.0,Centro Storico,43.76329,11.2606,Private room,3,1.0,55.0,30,60,90,365,0,0,,f,12,0.32
1986,5516975,https://www.airbnb.com/rooms/5516975,2020-09-01,Room under Piazzale Michelangelo 1,6623347,Lorenzo E Lorenzo,2013-05-28,"Florence, Tuscany, Italy",12.0,Centro Storico,43.76502,11.26071,Private room,3,1.0,85.0,30,60,90,365,0,0,,f,12,0.11
1987,5528349,https://www.airbnb.com/rooms/5528349,2020-09-01,STYLISH HOME IN  FLORENCE CENTER,28670465,Raffaele,2015-03-03,"Florence, Tuscany, Italy",0.0,Centro Storico,43.7718,11.24874,Entire home/apt,2,2.0,150.0,30,30,59,334,1,0,,f,1,0.48
1988,5531977,https://www.airbnb.com/rooms/5531977,2020-09-01,SPA RELAX & CHARM in the heart Florence,28686678,Maria Pia,2015-03-03,"Florence, Tuscany, Italy",1.0,Centro Storico,43.77716,11.25685,Entire home/apt,3,1.0,96.0,4,4,4,247,26,3,,t,1,2.61
1989,5532927,https://www.airbnb.com/rooms/5532927,2020-08-31,Maddalena Modern 1bdr in Florence,5056483,Halldis Apartments & Villas,2013-02-12,Head of Innovation & Revenue,706.0,Centro Storico,43.76961,11.2535,Entire home/apt,2,1.0,160.0,30,60,90,365,0,0,,t,113,0.18
1990,5532937,https://www.airbnb.com/rooms/5532937,2020-09-01,Your bedroom in Florence,28690671,Cristina,2015-03-03,"Scandicci, Toscana, Italy",2.0,Isolotto Legnaia,43.76525,11.17894,Private room,1,1.0,24.0,30,60,90,181,0,0,,f,2,0.11
1991,5539049,https://www.airbnb.com/rooms/5539049,2020-09-01,Costa S. Giorgio Exclusive Florence,8263812,Federico,2013-08-19,"Florence, Tuscany, Italy",10.0,Centro Storico,43.7677,11.25264,Entire home/apt,4,1.0,210.0,30,60,90,365,0,0,,f,8,0.06
1992,5540762,https://www.airbnb.com/rooms/5540762,2020-09-01,affascinante casa,28732349,Massimo,2015-03-04,"Florence, Tuscany, Italy",1.0,Centro Storico,43.78591,11.23041,Private room,2,1.0,500.0,0,0,0,0,0,0,,f,3,
1993,5542978,https://www.airbnb.com/rooms/5542978,2020-09-01,Grande apt e terrazza 15' a piedi dal Duomo,2265459,Roberta,2012-05-01,"Florence, Toscana, Italy",1.0,Campo di Marte,43.7843,11.26604,Entire home/apt,8,4.0,106.0,29,59,89,238,0,0,,f,1,1.37
1994,5545129,https://www.airbnb.com/rooms/5545129,2020-09-01,Florence Comfortable  Room,28472137,Serena,2015-02-27,"Florence, Tuscany, Italy",1.0,Isolotto Legnaia,43.76618,11.20163,Private room,1,1.0,38.0,29,59,89,364,0,0,,f,1,0.03
1995,5546766,https://www.airbnb.com/rooms/5546766,2020-09-01,Modern Cozy and Spacious 2 BR 2 BTH Apt,3827103,Luisa,2012-10-10,"Florence, Tuscany, Italy",10.0,Centro Storico,43.781,11.25918,Entire home/apt,6,2.0,91.0,28,58,88,116,11,1,,t,9,1.97
1996,5546873,https://www.airbnb.com/rooms/5546873,2020-09-01,Charming and Cozy Studio Apartment,6127679,Alessandro E Amanda,2013-04-28,"Florence, Tuscany, Italy",13.0,Centro Storico,43.77077,11.26094,Entire home/apt,2,,47.0,14,44,74,349,30,3,,f,3,5.26
1997,5552526,https://www.airbnb.com/rooms/5552526,2020-09-01,Quiet townhouse in the city center,28790015,Marc,2015-03-05,"Florence, Tuscany, Italy",1.0,Centro Storico,43.77768,11.24117,Entire home/apt,3,2.0,61.0,2,2,2,2,28,0,,t,1,5.5
1998,5557193,https://www.airbnb.com/rooms/5557193,2020-08-31,VIGNA 1-Elegant apartment in the crentre of Floren,16244628,Keys,2014-06-01,"Florence, Tuscany, Italy",20.0,Centro Storico,43.77252,11.25067,Entire home/apt,5,1.0,95.0,0,0,0,0,2,0,,t,20,3.87
1999,5574046,https://www.airbnb.com/rooms/5574046,2020-09-01,JR HOME,28901083,Francesco,2015-03-07,"Florence, Tuscany, Italy",1.0,Centro Storico,43.77451,11.24403,Entire home/apt,4,1.0,90.0,29,59,89,179,1,0,,f,1,0.82
2000,5585149,https://www.airbnb.com/rooms/5585149,2020-08-31,centro storico affittasi,28958947,Caterina,2015-03-08,"Florence, Tuscany, Italy",1.0,Centro Storico,43.76816,11.25793,Entire home/apt,4,2.0,96.0,0,0,0,0,15,0,,f,1,2.37
2001,5585780,https://www.airbnb.com/rooms/5585780,2020-08-31,"Santa Croce, a wonderful apartment.",23055265,Gibby,2014-10-28,"Florence, Tuscany, Italy",3.0,Centro Storico,43.76958,11.26076,Entire home/apt,4,1.0,70.0,29,59,89,360,21,0,,f,3,2.31
2002,5586199,https://www.airbnb.com/rooms/5586199,2020-09-01,Appartamento pressi Stazione,28964133,Claudia,2015-03-08,"Florence, Tuscany, Italy",4.0,Centro Storico,43.77908,11.24436,Entire home/apt,5,2.0,95.0,0,0,0,138,9,0,,t,3,1.71
2003,5589819,https://www.airbnb.com/rooms/5589819,2020-09-01,Apartment Indipendenza Garden,26658217,Luca,2015-01-25,"Florence, Tuscany, Italy",3.0,Centro Storico,43.77934,11.25215,Entire home/apt,4,1.0,60.0,4,34,64,339,5,0,,t,3,0.62
2004,5598906,https://www.airbnb.com/rooms/5598906,2020-09-01,Apartment Oblio,6976636,Alberto,2013-06-18,"Florence, Tuscany, Italy",7.0,Centro Storico,43.77218,11.26029,Entire home/apt,3,,86.0,0,0,0,256,0,0,,t,7,0.03
2005,5600128,https://www.airbnb.com/rooms/5600128,2020-08-31,RENAISSANCE SUITE,7159626,Stefano&Michela,2013-06-28,"Florence, Tuscany, Italy",4.0,Centro Storico,43.77153,11.26082,Entire home/apt,4,1.0,139.0,29,59,89,333,17,0,,t,3,2.61
2006,5600665,https://www.airbnb.com/rooms/5600665,2020-09-01,Maffei Luxury,29019070,Valentina,2015-03-09,"Florence, Tuscany, Italy",6.0,Centro Storico,43.77427,11.24905,Entire home/apt,5,2.0,150.0,29,59,89,364,17,0,,t,6,4.46
2007,5604865,https://www.airbnb.com/rooms/5604865,2020-08-31,PUCCINI THEATRE,12890788,Franca,2014-03-07,"Florence, Tuscany, Italy",12.0,Centro Storico,43.78704,11.22053,Entire home/apt,2,1.0,35.0,0,0,0,0,0,0,,t,4,0.82
2008,5605916,https://www.airbnb.com/rooms/5605916,2020-09-01,Apartment in the Historic Center,27653283,Alessio,2015-02-12,"Florence, Tuscany, Italy",1.0,Centro Storico,43.77434,11.24361,Entire home/apt,4,1.0,83.0,24,54,84,359,8,0,,f,1,2.22
2009,5611052,https://www.airbnb.com/rooms/5611052,2020-09-01,terrace on S.Ambrogio,1259443,Arianna,2011-10-07,"Greve In Chianti, Toscana, Italy",2.0,Centro Storico,43.76985,11.26657,Entire home/apt,3,2.0,133.0,28,58,88,363,8,0,,t,1,1.54
2010,5613361,https://www.airbnb.com/rooms/5613361,2020-08-31,Super Tuscan 1b near Ponte Vecchio,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189.0,Centro Storico,43.76632,11.25434,Entire home/apt,2,1.0,100.0,0,0,0,0,0,0,,t,175,0.05
2011,5613530,https://www.airbnb.com/rooms/5613530,2020-09-01,Malenchini Vasari 2b near P.Vecchio,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189.0,Centro Storico,43.7674,11.2584,Entire home/apt,4,2.0,188.0,5,5,5,5,0,0,,t,175,0.08
2012,5645962,https://www.airbnb.com/rooms/5645962,2020-09-01,Charming double room at Maison Florentine,1467746,Mario Marco,2011-12-03,"Florence, Tuscany, Italy",2.0,Campo di Marte,43.7797,11.27367,Private room,2,1.0,71.0,29,59,89,364,0,0,,f,2,0.74
2013,5646089,https://www.airbnb.com/rooms/5646089,2020-09-01,Holidays Home Ponte Vecchio,29261660,Andrea,2015-03-13,"Florence, Tuscany, Italy",2.0,Centro Storico,43.76674,11.25212,Entire home/apt,6,3.0,69.0,16,38,67,296,39,0,,f,1,4.78
2014,5647241,https://www.airbnb.com/rooms/5647241,2020-09-02,Florentino Palazzo 2 min from Duomo,5228552,Stefano,2013-02-25,"Florence, Tuscany, Italy",55.0,Centro Storico,43.77251,11.2557,Entire home/apt,9,4.0,150.0,0,0,0,0,24,3,,t,43,2.65
2015,5647459,https://www.airbnb.com/rooms/5647459,2020-09-01,Il Mandorlo B&B,11393768,IL Mandorlo,2014-01-17,"Florence, Tuscany, Italy",1.0,Centro Storico,43.78676,11.23369,Private room,3,1.0,39.0,29,59,89,364,0,0,,f,1,0.08
2016,5655626,https://www.airbnb.com/rooms/5655626,2020-09-01,Renaissance is over - modern flat,2181495,Tommaso,2012-04-20,"Paris, Île-de-France, France",1.0,Campo di Marte,43.78222,11.2749,Private room,2,1.0,45.0,0,0,0,244,0,0,,f,1,0.42
2017,5663564,https://www.airbnb.com/rooms/5663564,2020-09-01,New apartment & private Parking,29359964,Nenad,2015-03-15,"Florence, Tuscany, Italy",3.0,Rifredi,43.78736,11.22675,Entire home/apt,4,1.0,58.0,24,54,84,357,31,5,,f,2,6.78
2018,5669319,https://www.airbnb.com/rooms/5669319,2020-09-02,Cathedral Apartment,9254697,Alessandro,2013-10-06,"Fiesole, Tuscany, Italy",2.0,Centro Storico,43.77324,11.25516,Entire home/apt,4,2.0,60.0,7,23,43,287,15,3,,t,2,1.85
2019,5669652,https://www.airbnb.com/rooms/5669652,2020-09-01,New apartment with swimming pool,15144628,Simona,2014-05-05,Italia,2.0,Campo di Marte,43.81623,11.28011,Entire home/apt,3,2.0,131.0,27,57,87,177,0,0,,f,1,0.11
2020,5671084,https://www.airbnb.com/rooms/5671084,2020-09-01,Best Location Florentine Apartment,27730163,Nimrod,2015-02-14,"Florence, Tuscany, Italy",1.0,Centro Storico,43.77307,11.2486,Entire home/apt,6,1.0,100.0,29,59,89,179,1,0,,f,1,0.83
2021,5675975,https://www.airbnb.com/rooms/5675975,2020-09-01,Wonderful balcony in Florence,5560586,Pietro,2013-03-21,"Florence, Tuscany, Italy",3.0,Campo di Marte,43.77065,11.27842,Entire home/apt,4,2.0,97.0,0,0,0,153,9,0,,t,3,1.67
2022,5678364,https://www.airbnb.com/rooms/5678364,2020-09-01,Charming single room at Maison Florentine,1467746,Mario Marco,2011-12-03,"Florence, Tuscany, Italy",2.0,Campo di Marte,43.77869,11.27214,Private room,1,1.0,50.0,29,59,89,179,0,0,,f,2,0.36
2023,5678522,https://www.airbnb.com/rooms/5678522,2020-09-01,Apartment - cozy loft,14029388,Francesca,2014-04-08,"Florence, Tuscany, Italy",1.0,Rifredi,43.793,11.23656,Entire home/apt,4,1.0,48.0,29,59,89,89,4,0,,f,1,0.77
2024,5679987,https://www.airbnb.com/rooms/5679987,2020-09-01,La Casa del Giullare,23238653,Giacomo,2014-11-02,"Florence, Tuscany, Italy",2.0,Centro Storico,43.7749,11.26267,Entire home/apt,2,1.0,45.0,14,14,14,289,16,0,,f,2,4.73
2025,5687722,https://www.airbnb.com/rooms/5687722,2020-09-01,A hideaway in the heart of Florence,29491273,Gabriella,2015-03-17,"Florence, Tuscany, Italy",1.0,Centro Storico,43.77025,11.25242,Entire home/apt,5,2.0,100.0,30,60,90,180,0,0,,t,1,2.35
2026,5688182,https://www.airbnb.com/rooms/5688182,2020-08-31,Camera nel cuore di Firenze,29493184,Borgo,2015-03-17,"Florence, Tuscany, Italy",1.0,Centro Storico,43.77286,11.26214,Private room,2,1.0,60.0,0,0,0,0,0,0,,t,1,1.84
2027,5693309,https://www.airbnb.com/rooms/5693309,2020-09-01,PopArt Apartment,12365317,Fabio,2014-02-18,"Florence, Tuscany, Italy",3.0,Campo di Marte,43.78608,11.26437,Entire home/apt,2,,75.0,30,60,90,180,1,0,,f,3,0.15
2028,5695096,https://www.airbnb.com/rooms/5695096,2020-09-01,STAY in FLORENCE S. Maria Novella,14202055,M&B Florence,2014-04-12,"Florence, Tuscany, Italy",8.0,Centro Storico,43.78076,11.24496,Entire home/apt,9,5.0,169.0,8,38,68,68,0,0,,f,7,0.29
2029,5699519,https://www.airbnb.com/rooms/5699519,2020-09-01,FANTASTIC APARTMENT NORTH FLORENCE !,11808313,Andrea,2014-01-31,"Florence, Tuscany, Italy",1.0,Rifredi,43.79828,11.17395,Entire home/apt,4,1.0,51.0,25,55,85,360,5,0,,f,1,1.85
2030,5703006,https://www.airbnb.com/rooms/5703006,2020-09-01,:-)Uffizi Central Vintage Apartment,29567322,Emanuela,2015-03-18,"Florence, Tuscany, Italy",2.0,Centro Storico,43.768,11.25941,Entire home/apt,2,1.0,56.4,29,59,89,364,3,0,,t,2,0.91
2031,5703757,https://www.airbnb.com/rooms/5703757,2020-09-01,PONTE VECCHIO Guelfo -Bright 3 bedroom w/ Balcony,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189.0,Centro Storico,43.76753,11.2526,Entire home/apt,6,3.0,490.0,21,46,76,328,1,0,,t,175,0.57
2032,5704167,https://www.airbnb.com/rooms/5704167,2020-09-01,Cozy studio in historical center,29504887,Marco,2015-03-17,"Florence, Tuscany, Italy",3.0,Centro Storico,43.77451,11.25164,Entire home/apt,2,1.0,48.0,22,41,71,341,25,3,,f,2,3.59
2033,5704390,https://www.airbnb.com/rooms/5704390,2020-08-31,Albizi 8 Two bedroom with view,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189.0,Centro Storico,43.77152,11.25872,Entire home/apt,4,2.0,214.0,0,0,0,0,0,0,,t,175,0.34
2034,5705581,https://www.airbnb.com/rooms/5705581,2020-09-01,CASA MILI - SAN FREDIANO 2BED/2BATH,17450906,Andrea,2014-06-30,"Florence, Tuscany, Italy",3.0,Centro Storico,43.77008,11.24227,Entire home/apt,6,2.0,69.71,0,2,2,244,29,0,,t,2,4.61
2035,5706489,https://www.airbnb.com/rooms/5706489,2020-09-01,M&B HOUSE 4 - Center of Firenze,14202055,M&B Florence,2014-04-12,"Florence, Tuscany, Italy",8.0,Centro Storico,43.78164,11.24343,Private room,2,1.0,25.0,24,54,84,84,47,5,,t,7,5.46
2036,5708327,https://www.airbnb.com/rooms/5708327,2020-09-01,Cozy studio apartment,4338482,Laura,2012-12-06,"Florence, Tuscany, Italy",1.0,Centro Storico,43.78556,11.23007,Entire home/apt,1,1.0,53.0,30,60,90,365,1,0,,t,1,0.23
2037,5711212,https://www.airbnb.com/rooms/5711212,2020-09-01,M&B HOUSE 1 - Santa Maria Novella,14202055,M&B Florence,2014-04-12,"Florence, Tuscany, Italy",8.0,Centro Storico,43.77967,11.24336,Private room,2,1.0,25.0,15,45,75,75,49,4,,t,7,5.22
2038,5714526,https://www.airbnb.com/rooms/5714526,2020-09-01,Apartment in the very center!,29504887,Marco,2015-03-17,"Florence, Tuscany, Italy",3.0,Centro Storico,43.77441,11.25177,Entire home/apt,2,1.0,50.0,20,44,74,344,21,0,,f,2,2.84
2039,5724515,https://www.airbnb.com/rooms/5724515,2020-08-31,"B&B Prestigia ""Antinori Room""",29680504,Prestigia,2015-03-20,IT,5.0,Centro Storico,43.77318,11.25564,Private room,2,1.0,254.0,0,0,0,0,0,0,,t,5,0.03
2040,5724593,https://www.airbnb.com/rooms/5724593,2020-09-01,"B&B Prestigia ""Ricasoli Room""",29680504,Prestigia,2015-03-20,IT,5.0,Centro Storico,43.77167,11.25478,Private room,3,1.0,254.0,0,0,0,0,0,0,,t,5,0.02
2041,5724665,https://www.airbnb.com/rooms/5724665,2020-08-31,"B&B Prestigia "" Medici Room""",29680504,Prestigia,2015-03-20,IT,5.0,Centro Storico,43.77192,11.25558,Private room,3,1.0,232.0,0,0,0,0,0,0,,t,5,0.02
2042,5724737,https://www.airbnb.com/rooms/5724737,2020-08-31,"B&B Prestigia ""Frescobaldi Room""",29680504,Prestigia,2015-03-20,IT,5.0,Centro Storico,43.77247,11.25453,Private room,3,1.0,254.0,0,0,0,0,0,0,,t,5,0.05
2043,5724977,https://www.airbnb.com/rooms/5724977,2020-08-31,"B&B Prestigia ""Cavalcanti Room""",29680504,Prestigia,2015-03-20,IT,5.0,Centro Storico,43.77148,11.25495,Private room,1,1.0,210.0,0,0,0,0,0,0,,t,5,0.03
2044,5725086,https://www.airbnb.com/rooms/5725086,2020-09-01,Uffizi apartment,5700221,Federico,2013-03-31,"Florence, Tuscany, Italy",45.0,Centro Storico,43.76896,11.25664,Entire home/apt,4,1.0,92.0,27,57,87,362,4,0,,t,44,1.61
2045,5725538,https://www.airbnb.com/rooms/5725538,2020-09-01,Wonderful apartment in the hearth of Oltrarno!!,129216,Cristina,2010-05-21,"Florence, Toscana, Italy",18.0,Centro Storico,43.76501,11.24689,Entire home/apt,4,1.0,124.0,9,9,9,128,1,0,,t,18,1.0
2046,5725753,https://www.airbnb.com/rooms/5725753,2020-09-01,Castellani Apartment,5700221,Federico,2013-03-31,"Florence, Tuscany, Italy",45.0,Centro Storico,43.76837,11.25511,Entire home/apt,3,1.0,75.0,18,48,78,353,2,0,,t,44,1.93
2047,5731482,https://www.airbnb.com/rooms/5731482,2020-09-01,PONTE VECCHIO,4350019,Alessio,2012-12-07,"Florence, Tuscany, Italy",1.0,Centro Storico,43.76968,11.25299,Entire home/apt,4,1.0,100.0,0,0,0,0,3,0,,t,1,0.94
2048,5731581,https://www.airbnb.com/rooms/5731581,2020-09-01,Ponte Vecchio Terrace,5967101,Marusca  E Marta,2013-04-17,"Florence, Tuscany, Italy",5.0,Centro Storico,43.76894,11.25248,Entire home/apt,2,1.0,105.0,30,60,90,336,6,2,,t,2,1.42
2049,5732176,https://www.airbnb.com/rooms/5732176,2020-09-01,monolocale,29723832,Marcela,2015-03-21,"Florence, Tuscany, Italy",3.0,Centro Storico,43.77363,11.2476,Entire home/apt,2,,65.0,0,0,26,115,0,0,,t,3,0.22
2050,5732355,https://www.airbnb.com/rooms/5732355,2020-09-01,Appartamento centro firenze,29724738,Riccardo,2015-03-21,IT,1.0,Centro Storico,43.77006,11.24082,Private room,4,1.0,50.0,29,59,89,364,0,0,,f,1,
2051,5734042,https://www.airbnb.com/rooms/5734042,2020-09-01,HOUSE TOUR,29674704,Kamila E Marco,2015-03-20,"Florence, Tuscany, Italy",1.0,Centro Storico,43.76652,11.24442,Entire home/apt,5,1.0,68.0,0,0,0,0,9,0,,t,1,0.83
2052,5737345,https://www.airbnb.com/rooms/5737345,2020-09-01,M&B HOUSE 3 - Center of Florence,14202055,M&B Florence,2014-04-12,"Florence, Tuscany, Italy",8.0,Centro Storico,43.78156,11.2449,Private room,2,1.0,24.0,22,52,82,82,49,5,,t,7,5.19
2053,5737475,https://www.airbnb.com/rooms/5737475,2020-09-01,M&B HOUSE 2 - Center of Florence,14202055,M&B Florence,2014-04-12,"Florence, Tuscany, Italy",8.0,Centro Storico,43.7801,11.24392,Private room,1,1.0,15.0,16,46,76,76,48,1,,t,7,5.31
2054,5741330,https://www.airbnb.com/rooms/5741330,2020-09-01,Attic in the heart of Firenze,14215932,Ilaria,2014-04-13,"Florence, Tuscany, Italy",5.0,Centro Storico,43.77024,11.26175,Entire home/apt,4,1.0,89.0,1,1,1,1,6,0,,f,1,2.22
2055,5742381,https://www.airbnb.com/rooms/5742381,2020-08-31,La Piazzetta a bright Florence apt.,10572361,Valeria,2013-12-11,"Florence, Tuscany, Italy",1.0,Centro Storico,43.77246,11.26205,Entire home/apt,4,1.0,82.0,27,57,87,362,0,0,,f,2,0.4
2056,5744650,https://www.airbnb.com/rooms/5744650,2020-09-01,"Attico: 1 bedroom, 1 sofa bed and 2 bathrooms",25729609,Leonardo,2015-01-07,"Bossier City, Louisiana, United States",3.0,Centro Storico,43.77896,11.26495,Entire home/apt,4,1.0,129.0,29,59,89,364,0,0,,t,2,0.1
2057,5744926,https://www.airbnb.com/rooms/5744926,2020-09-01,New !Homey Alfani lodging .,16825549,Chiara,2014-06-15,"Florence, Tuscany, Italy",2.0,Centro Storico,43.77588,11.2593,Entire home/apt,5,3.0,90.0,29,59,89,364,7,0,,t,2,1.35
2058,5745043,https://www.airbnb.com/rooms/5745043,2020-09-01,Quiet Apt + garage next to the historic center,4263546,Chiara,2012-11-27,"Florence, Tuscany, Italy",19.0,Centro Storico,43.78001,11.23956,Entire home/apt,4,1.0,70.0,3,17,47,322,58,7,048017LTN0114,t,22,6.74
2059,5745582,https://www.airbnb.com/rooms/5745582,2020-09-01,"Apartment, Close to Center, 2 Bedroom 2Bathroom x°",9661617,Luigi,2013-10-27,"Scandicci, Tuscany, Italy",1.0,Isolotto Legnaia,43.77428,11.23356,Entire home/apt,4,2.0,200.0,27,57,87,177,0,0,,f,1,1.37
2060,5746335,https://www.airbnb.com/rooms/5746335,2020-09-01,100m. piazza Signoria apartment,29805955,Riccardo,2015-03-22,"Florence, Tuscany, Italy",1.0,Centro Storico,43.76836,11.25702,Entire home/apt,3,2.0,100.0,28,58,88,363,2,0,,f,1,0.19
2061,5747650,https://www.airbnb.com/rooms/5747650,2020-09-01,I Fiori di Adele-central new apt(with lift),7360745,Alessandra,2013-07-08,"Florence, Tuscany, Italy",2.0,Centro Storico,43.7798,11.25583,Entire home/apt,4,1.0,68.0,30,60,90,365,8,0,,t,2,1.88
2062,5752083,https://www.airbnb.com/rooms/5752083,2020-09-01,Beautiful Apartment Station S.M.N.,1487608,Osvaldo Manuel,2011-12-09,"Florence, Toscana, Italy",5.0,Centro Storico,43.77526,11.24623,Entire home/apt,3,1.0,999.0,0,30,60,335,0,0,,t,5,0.04
2063,5752196,https://www.airbnb.com/rooms/5752196,2020-09-01,Horti Annalenae,29841822,Anna E Isabella,2015-03-23,"Florence, Tuscany, Italy",2.0,Centro Storico,43.7629,11.24505,Entire home/apt,6,3.0,128.0,28,58,88,268,25,1,,t,2,3.17
2064,5752465,https://www.airbnb.com/rooms/5752465,2020-09-01,Charme room in ancient palace,3543667,Tamara,2012-09-12,"Florence, Tuscany, Italy",6.0,Centro Storico,43.76698,11.24584,Private room,2,1.0,67.0,10,40,70,345,2,0,,f,6,0.33
2065,5753241,https://www.airbnb.com/rooms/5753241,2020-09-01,Lamarmora Apartment | Florence City Center,27158459,Clarissa,2015-02-03,"Florence, Tuscany, Italy",0.0,Centro Storico,43.77953,11.26025,Entire home/apt,4,2.0,84.0,27,57,87,236,7,0,,t,1,1.52
2066,5755842,https://www.airbnb.com/rooms/5755842,2020-09-01,Deliziosa Casina Ponte Vecchio,29858935,Tommaso,2015-03-23,"Florence, Tuscany, Italy",1.0,Centro Storico,43.7652,11.25426,Entire home/apt,3,1.0,35.0,29,59,89,364,0,0,,f,1,1.03
2067,5757233,https://www.airbnb.com/rooms/5757233,2020-09-01,"Luxury apartment , near the center",29864774,Anisia,2015-03-23,"Florence, Tuscany, Italy",3.0,Centro Storico,43.75882,11.24204,Entire home/apt,4,2.0,59.0,0,0,0,0,0,0,,f,2,0.02
2068,5757794,https://www.airbnb.com/rooms/5757794,2020-09-01,LUXURY APT IN THE CITY CENTER,10170058,Martina,2013-11-21,"Florence, Tuscany, Italy",1.0,Centro Storico,43.76737,11.25128,Entire home/apt,4,2.0,129.0,29,59,89,364,10,0,,f,1,1.82
2069,5769150,https://www.airbnb.com/rooms/5769150,2020-09-01,Serragli TERRACE with 360' views!,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189.0,Centro Storico,43.76785,11.24585,Entire home/apt,4,1.0,187.0,0,0,0,0,1,0,,t,175,0.74
2070,5769170,https://www.airbnb.com/rooms/5769170,2020-08-31,Elegant and cozy apartment,29930025,Massimo,2015-03-24,"Florence, Tuscany, Italy",2.0,Centro Storico,43.76958,11.26017,Entire home/apt,4,2.0,125.0,29,59,89,364,3,0,,f,1,0.2
2071,5769183,https://www.airbnb.com/rooms/5769183,2020-09-02,ANGUILLARA - Huge flat in the heart of Florence,4614096,Cristina,2013-01-07,"Florence, Tuscany, Italy",24.0,Centro Storico,43.7691,11.25732,Entire home/apt,6,3.0,212.0,27,57,87,208,0,0,,t,21,0.24
2072,5772594,https://www.airbnb.com/rooms/5772594,2020-09-01,Nuovissimo bilocale fuori porta,29948712,Claudia,2015-03-24,"Florence, Tuscany, Italy",1.0,Gavinana Galluzzo,43.74012,11.23335,Entire home/apt,4,1.0,100.0,29,59,89,364,0,0,,f,1,0.03
2073,5776263,https://www.airbnb.com/rooms/5776263,2020-09-01,MASACCIO LITTLE SUITE. Firenze Centro. !,29970318,Cristiano & Luigi,2015-03-25,"Florence, Tuscany, Italy",17.0,Centro Storico,43.76901,11.24455,Entire home/apt,5,2.0,88.0,0,0,0,211,6,0,,t,2,2.22
2074,5776344,https://www.airbnb.com/rooms/5776344,2020-09-01,Tipical Central Flat,13522401,Alessia,2014-03-25,"Santa Cristina, Tuscany, Italy",2.0,Centro Storico,43.77896,11.25645,Entire home/apt,4,3.0,40.0,0,0,0,41,3,2,,t,2,0.71
2075,5778592,https://www.airbnb.com/rooms/5778592,2020-09-01,Central and quiet flat,15181188,Valentina,2014-05-06,"Florence, Tuscany, Italy",1.0,Campo di Marte,43.77003,11.27471,Entire home/apt,2,1.0,50.0,0,0,0,153,7,0,,f,1,2.51
2076,5781110,https://www.airbnb.com/rooms/5781110,2020-09-01,Amazing one bedroom,29204555,Roberta,2015-03-12,"Florence, Tuscany, Italy",33.0,Centro Storico,43.7659,11.23987,Entire home/apt,5,1.0,63.0,0,0,0,242,7,0,,t,26,1.78
2077,5785509,https://www.airbnb.com/rooms/5785509,2020-09-01,Uffizi Vintage Apartment + dinner,29567322,Emanuela,2015-03-18,"Florence, Tuscany, Italy",2.0,Centro Storico,43.76811,11.25773,Entire home/apt,2,1.0,51.0,30,60,90,365,6,0,,t,2,1.32
2078,5788199,https://www.airbnb.com/rooms/5788199,2020-09-01,Palazzo Apartment in Santo Spirito,30032114,Viktoria & William,2015-03-26,"Florence, Tuscany, Italy",1.0,Centro Storico,43.76738,11.24849,Entire home/apt,2,1.0,85.0,30,60,61,61,1,0,,f,1,0.46
2079,5789231,https://www.airbnb.com/rooms/5789231,2020-09-01,rifugio Sant'Ambrogio,9164915,Giulia,2013-10-01,"Florence, Tuscany, Italy",2.0,Centro Storico,43.7733,11.26626,Entire home/apt,4,,77.0,23,53,83,358,0,0,,f,1,0.43
2080,5791167,https://www.airbnb.com/rooms/5791167,2020-09-01,Santa Maria Novella Views From Apartment Near Train Station,9905991,Gaia,2013-11-09,"Florence, Tuscany, Italy",2.0,Centro Storico,43.77514,11.24859,Entire home/apt,4,2.0,120.0,3,3,3,95,18,0,,f,2,3.51
2081,5791194,https://www.airbnb.com/rooms/5791194,2020-09-01,Sweet Santa Maria Novella Place,9905991,Gaia,2013-11-09,"Florence, Tuscany, Italy",2.0,Centro Storico,43.7731,11.24975,Entire home/apt,3,1.0,75.0,22,52,82,357,15,0,,t,2,3.34
